table_name,column_name,data_type,character_maximum_length,is_nullable,field_name
table911,created_by,character varying,255,YES,created_by
table911,created_date,timestamp without time zone,,YES,created_date
table911,column16126,bigint,,YES,No of Flats
table911,modified_by,character varying,255,YES,modified_by
table911,modified_date,timestamp without time zone,,YES,modified_date
table911,column30292,text,,YES,Remarks
table911,column34570,text,,YES,City
table911,column34571,text,,YES,State
table911,column34572,text,,YES,Country
table911,column34573,text,,YES,Pincode
table911,column38423,text,,YES,Property Development Type
table911,state,bigint,,YES,status
table911,stateownerid,bigint,,YES,stateownerid
table912,id,bigint,,NO,id
table912,column16136,text,,YES,Project Name
table912,column16137,text,,YES,Name of Company
table912,column16138,text,,YES,Company Code
table912,column16140,text,,YES,Sub Project
table912,column16141,text,,YES,Sub Project Code
table912,column16142,text,,YES,Floors
table912,column16151,timestamp without time zone,,YES,Society Handover Date
table912,column16152,text,,YES,Society Reg. No.
table912,column16153,timestamp without time zone,,YES,Society Reg. Date
table912,created_by,character varying,255,YES,created_by
table912,created_date,timestamp without time zone,,YES,created_date
table912,modified_by,character varying,255,YES,modified_by
table912,modified_date,timestamp without time zone,,YES,modified_date
table912,column30293,text,,YES,Remarks
table912,column16145,double precision,,YES,No of Room
table912,column16147,double precision,,YES,Total Area of Units
table912,state,bigint,,YES,status
table912,stateownerid,bigint,,YES,stateownerid
table913,id,bigint,,NO,id
table913,column16156,text,,YES,Project Name
table913,column16158,text,,YES,Sub Project
table913,column16159,text,,YES,RFloors
table913,column16160,text,,YES,RFlat No
table913,column16163,text,,YES,Direction
table913,column16164,text,,YES,Location
table913,column16175,timestamp without time zone,,YES,Issue Date
table913,column17074,text,,YES,Tenant Name
table913,column16177,text,,YES,Hut Code
table913,created_by,character varying,255,YES,created_by
table913,created_date,timestamp without time zone,,YES,created_date
table913,modified_by,character varying,255,YES,modified_by
table913,modified_date,timestamp without time zone,,YES,modified_date
table913,column30294,text,,YES,Remarks
table913,column38418,text,,YES,Unit Type
table913,column42372,text,,YES,Name of Company
table913,column16161,double precision,,YES,Carpet Area
table913,column16162,boolean,,YES,No Count
table913,state,bigint,,YES,status
table913,stateownerid,bigint,,YES,stateownerid
table913,column38417,double precision,,YES,Extra Area
table913,column42719,double precision,,YES,Existing Area
table913,column42720,double precision,,YES,Rate Per Sqr Mtr for Existing Area
table913,column42721,double precision,,YES,Total Amount of Existing Area
table913,column42722,double precision,,YES,Additional Area
table913,column42723,double precision,,YES,Rate Per Sqr Mtr for Additional Area
table913,column42724,double precision,,YES,Total Amount of Additional Area
table914,id,bigint,,NO,id
table914,column16242,text,,YES,Society Code
table914,column16181,text,,YES,Transit Camp Name
table914,column16241,text,,YES,Name of Company
table914,column16186,text,,YES,Floor
table914,column21950,timestamp without time zone,,YES,From Date
table914,column21951,timestamp without time zone,,YES,To Date
table914,column16315,text,,YES,Note
table914,column21957,text,,YES,Unique
table914,created_by,character varying,255,YES,created_by
table914,created_date,timestamp without time zone,,YES,created_date
table914,modified_by,character varying,255,YES,modified_by
table914,modified_date,timestamp without time zone,,YES,modified_date
table914,column30290,text,,YES,Remarks
table914,column16191,double precision,,YES,No of Room
table914,column16316,double precision,,YES,Transit Camp Total Amount
table914,state,bigint,,YES,status
table914,stateownerid,bigint,,YES,stateownerid
table918,id,bigint,,NO,id
table918,column16250,text,,YES,HFloor
table918,column16251,text,,YES,HRoom No
table918,column16254,timestamp without time zone,,YES,Issue Date
table918,column16252,text,,YES,Tenant Name
table918,column16253,text,,YES,Hut Code
table918,column16337,text,,YES,Society Code
table918,column22619,text,,YES,Govt Hut Code
table918,column16338,text,,YES,Availability Status
table918,column16255,timestamp without time zone,,YES,SPPL End Date
table918,column16348,bigint,,YES,Hire Accomodation Room Entries
table918,created_by,character varying,255,YES,created_by
table918,created_date,timestamp without time zone,,YES,created_date
table918,modified_by,character varying,255,YES,modified_by
table918,modified_date,timestamp without time zone,,YES,modified_date
table918,state,bigint,,YES,status
table918,stateownerid,bigint,,YES,stateownerid
table919,id,bigint,,NO,id
table919,column16273,timestamp without time zone,,YES,Schedule Date
table919,column16277,text,,YES,Discription
table919,column16278,text,,YES,Due Amount
table919,column16276,text,,YES,Paid Amount
table919,created_by,character varying,255,YES,created_by
table919,created_date,timestamp without time zone,,YES,created_date
table919,modified_by,character varying,255,YES,modified_by
table919,modified_date,timestamp without time zone,,YES,modified_date
table919,state,bigint,,YES,status
table919,stateownerid,bigint,,YES,stateownerid
table920,id,bigint,,NO,id
table920,column16998,text,,YES,Unit Activation Code@2
table920,column16421,text,,YES,Tenant Name
table920,column23068,text,,YES,Govt Hut Code
table920,column16423,text,,YES,Hut Code
table920,column16422,text,,YES,Society Name
table920,column16424,text,,YES,Society Code
table920,column16426,timestamp without time zone,,YES,Start Date
table920,column16427,timestamp without time zone,,YES,End Date
table920,column16428,text,,YES,Payment Type
table920,column16429,text,,YES,Payment Mode
table920,column16284,text,,YES,Accommodation Type
table920,column16430,text,,YES,Transit Camp Name
table920,column16432,text,,YES,TFloor
table920,column16433,text,,YES,TRoom No
table920,column16431,text,,YES,Accommodation Building Name
table920,column16994,text,,YES,HFloor
table920,column16993,text,,YES,HRoom No
table920,column16434,text,,YES,Availability Status
table920,column23067,text,,YES,Remarks
table920,created_by,character varying,255,YES,created_by
table920,created_date,timestamp without time zone,,YES,created_date
table920,modified_by,character varying,255,YES,modified_by
table920,modified_date,timestamp without time zone,,YES,modified_date
table920,column16573,text,,YES,Name of Company
table920,column16425,double precision,,YES,Duration In Month
table920,state,bigint,,YES,status
table920,stateownerid,bigint,,YES,stateownerid
table921,id,bigint,,NO,id
table921,created_by,character varying,255,YES,created_by
table921,created_date,timestamp without time zone,,YES,created_date
table921,modified_by,character varying,255,YES,modified_by
table921,modified_date,timestamp without time zone,,YES,modified_date
table921,state,bigint,,YES,status
table921,stateownerid,bigint,,YES,stateownerid
table922,id,bigint,,NO,id
table922,column16289,text,,YES,Document Name
table922,column16302,text,,YES,Received
table922,column16309,timestamp without time zone,,YES,Date
table922,column16303,text,,YES,Comments
table922,column22622,text,,YES,Stage
table922,column16304,text,,YES,Document Upload
table922,column16297,bigint,,YES,Tenant Document List
table922,created_by,character varying,255,YES,created_by
table922,created_date,timestamp without time zone,,YES,created_date
table922,modified_by,character varying,255,YES,modified_by
table922,modified_date,timestamp without time zone,,YES,modified_date
table922,state,bigint,,YES,status
table922,stateownerid,bigint,,YES,stateownerid
table923,id,bigint,,NO,id
table923,column16318,text,,YES,TFloor
table923,column16319,text,,YES,TRoom No
table923,column16320,text,,YES,Govt Hut Code
table923,column16322,text,,YES,Tenant Name
table923,column16323,text,,YES,Hut Code
table923,column16321,text,,YES,Annexure No
table923,column16324,text,,YES,Availability Status
table923,column16325,timestamp without time zone,,YES,Start Date
table923,column16903,timestamp without time zone,,YES,End Date
table923,column16334,bigint,,YES,Transit Camp Room Allcation Entries
table923,created_by,character varying,255,YES,created_by
table923,created_date,timestamp without time zone,,YES,created_date
table923,modified_by,character varying,255,YES,modified_by
table923,modified_date,timestamp without time zone,,YES,modified_date
table923,state,bigint,,YES,status
table923,stateownerid,bigint,,YES,stateownerid
table924,id,bigint,,NO,id
table924,column16327,text,,YES,Society Name
table924,column16328,text,,YES,Society Code
table924,column16329,text,,YES,Accommodation Type
table924,column16330,text,,YES,Transit Camp Name
table924,column16350,text,,YES,Accommodation Building Name
table924,created_by,character varying,255,YES,created_by
table924,created_date,timestamp without time zone,,YES,created_date
table924,modified_by,character varying,255,YES,modified_by
table924,modified_date,timestamp without time zone,,YES,modified_date
table924,column30297,text,,YES,Remarks
table924,column31398,text,,YES,Property Development Type
table924,column16331,double precision,,YES,No of Room
table924,column16332,double precision,,YES,Issued Room
table924,state,bigint,,YES,status
table924,stateownerid,bigint,,YES,stateownerid
table925,id,bigint,,NO,id
table925,column16340,text,,YES,HFloor
table925,column16341,text,,YES,HRoom No
table925,column22620,text,,YES,Govt Hut Code
table925,column16343,text,,YES,Tenant Name
table925,column16345,text,,YES,Hut Code
table925,column16346,text,,YES,Availability Status
table925,column16344,timestamp without time zone,,YES,Start Date
table925,column16347,timestamp without time zone,,YES,End Date
table925,column16349,bigint,,YES,Hire Accommodation Room Allocation Entires
table925,created_by,character varying,255,YES,created_by
table925,created_date,timestamp without time zone,,YES,created_date
table925,modified_by,character varying,255,YES,modified_by
table925,modified_date,timestamp without time zone,,YES,modified_date
table925,state,bigint,,YES,status
table925,stateownerid,bigint,,YES,stateownerid
table926,id,bigint,,NO,id
table926,column16351,text,,YES,Society Name
table926,column21920,text,,YES,Society Code
table926,column16366,text,,YES,Document Category
table926,column16374,text,,YES,Document Name
table926,column16886,timestamp without time zone,,YES,Document Date
table926,column16383,text,,YES,Responsible Person
table926,column16384,timestamp without time zone,,YES,Start Date
table926,column16385,timestamp without time zone,,YES,Remind On
table926,column16386,timestamp without time zone,,YES,End Date
table926,column16387,timestamp without time zone,,YES,Target Date
table926,column16389,text,,YES,File Name
table926,column16390,text,,YES,Remarks
table926,created_by,character varying,255,YES,created_by
table926,created_date,timestamp without time zone,,YES,created_date
table926,modified_by,character varying,255,YES,modified_by
table926,modified_date,timestamp without time zone,,YES,modified_date
table926,column22660,double precision,,YES,Order
table926,column16388,double precision,,YES,Document Processing Cost
table926,state,bigint,,YES,status
table926,column31787,text,,YES,Name of Company
table926,stateownerid,bigint,,YES,stateownerid
table927,id,bigint,,NO,id
table927,column16356,text,,YES,Society Name
table927,column16357,text,,YES,Land Name
