table_name,column_name,field_name
table662,column33659,Rate
table662,column30091,Process Generation ID
table662,column32955,Task Applicable
table662,column12068,Sub Project1
table662,column25176,Task Sr No
table662,column22672,Name of Company
table662,column22673,Execution
table662,column22675,Category
table662,column12066,Project Type
table662,column24235,Lead No
table662,column33660,Thumb Rule Budget Amount
table662,column25175,Task Status
table662,column22701,Transaction Id@Y/H/M/H/3
table662,column24249,Task Created
table662,column22677,Task Type
table662,column25193,Parent ID
table662,column25180,Outsource or Team Member
table662,column22707,Prescribed Format
table662,column32957,Special Permission Required
table662,column24237,Name
table662,column30355,Budget Head
table662,column24234,Sequence No
table662,column11956,Dependency On Task No
table662,column24246,Duration In Days
table662,column30152,Actual Cost
table662,column30345,Actual Revenue
table662,column24251,Process Cost
table662,column30132,Reminder To Start This Task
table662,column30344,Budgeted Revenue
table662,column33658,Construction Area
table662,column24236,Project Name
table662,column31305,Sub Project
table662,column32797,Activity Code
table662,column12065,Property Name
table668,column40722,All Day Event
table668,column40723,Repeat
table668,column40721,Task Start Date
table643,column41746,CP Manager Head
table643,column41747,CP Manager
table643,column41748,Other Details
table690,column45489,Basic Rate
table690,column12378,Bill Item Amt
table668,column45849,MOM Number
table668,column53595,Reason For Quality
table656,column54737,GSTIN No.
table656,column54739,Assessment Year
table643,column52274,Next Followup Date
table703,column51384,Designation
table703,column32064,Group Name
table703,column42560,To Emailid
table668,column13101,Node
table650,column13123,Total Amt
table650,column13133,Total Perc
table643,column52272,Followup Remarks
table643,column11671,Unit Type
table668,column12110,Responsible Person
table643,column64218,Team Leader
table643,column65192,Click Source
table643,column65332,Drop Done
table643,column65333,Pickup Done
table643,column66435,Walk In Source Name
table643,column66436,Walk In Source Description
table643,column66434,Walk In Source
table739,column35224,Important Site Visits
table742,column67211,Activity Name
table742,column67210,Activity ID
table742,column67252,Secondary Unit
table742,column67253,Required Qty
table778,column17703,MileStones
table778,column17697,Water
table778,column17700,Extention Details
table778,column17701,"ITcome Tax, Service Tax, VAT & Sales Tax etc."
table778,column17702,Completion Time
table778,column17692,Order of Preference
table778,column17684,Scope Of Work
table778,column17677,Phone nos
table781,column14026,Total Cutting Length in 32mm
table735,column17397,Tax Rate6
table735,column17413,Tax Rate4
table779,column18327,Taxes and Conditions
table737,column13566,S. No
table735,column27375,Rebate Total
table778,column17694,Valuation of Deviations / Extra Items of Work
table778,column31123,Level
table763,column14634,Contractor Name
table778,column17665,Name Of Client
table761,column13814,Quality of materials used and equipment supplied as per contract
table742,column31167,Level
table779,column37761,Details
table725,column13150,Schedule Date
table780,column13972,Structure/Location
table780,column30237,Remarks
table735,column13353,Material Balance Amount
table735,column13349,Material Est Value
table735,column13343,Cur Balance Amount
table735,column13341,Approval Date
table735,column13340,Approval Amt
table735,column13364,Narration
table735,column13329,Total TDS
table735,column13328,TDS-HEC-Paid
table735,column13327,TDS-EC-Paid
table735,column13326,TDS-Paid
table735,column25143,Details
table735,column13323,Current Amt7
table735,column17408,Prev Amt9
table735,column13298,Total Credit
table735,column17319,Bill To Account Number
table735,column17318,Bill To Customer Id
table781,column14610,TODELETE Gross Total in Kgs
table735,column13296,Adjust Amount
table781,column17066,Gross Total in MT 20mm
table781,column17067,Gross Total in MT 25mm
table781,column17069,Gross Total in MT 32mm
table735,column17376,FIM Prev V
table735,column13260,Extra Deductions
table735,column13255,Add Prev Extra Amt
table735,column13254,Extra Details
table781,column17065,Gross Total in MT 16mm
table781,column17068,Gross Total in MT 28mm
table781,column17052,Gross Total in Kgs 8mm
table781,column17053,Gross Total in Kgs 10mm
table735,column17313,TODELETE Project Code
table781,column17063,Gross Total in MT 10mm
table718,column13051,Particulars
table737,column19481,Activity Billing Rate
table737,column19506,Activity Achieved Billing Amt
table740,column13602,Filter Nature of Work
table740,column20596,Total S.R.N Perc Amount
table740,column13597,Transporter Name
table740,column19511,Total S.R.N Area Amount
table781,column17048,Deduct Previous Claimed Qtys	 28mm
table740,column30640,Remark
table781,column17049,Deduct Previous Claimed Qtys	 32mm
table735,column25168,Service Tax PA
table742,column14532,no of labour
table742,column14540,working hours
table742,column14541,Qty
table781,column17043,Deduct Previous Claimed Qtys	 10mm
table779,column13966,Last Date of Submission
table737,column17099,Achieved For The Day
table727,column24187,Name
table727,column30310,Remarks
table726,column30316,Remarks
table740,column44691,Search Work Order No
table781,column14019,Total Cutting Length in 08mm
table763,column14635,Daily Av No. of Employee On site adhere to the work schedule
table782,column17020,Cutting Length (M)
table782,column14590,No of Bars
table763,column14639,No of Potential Class 1
table763,column14636,Total Hours Worked
table782,column14592,No of Item
table735,column13257,Add Total Extra Amt
table780,column14583,TODELETE Name of Company
table780,column13980,TODELETE Quality of Concrete
table780,column13981,TODELETE Mixer Machine /Batching Plant
table780,column13983,TODELETE Concrete Pump/Placer boom/Hoist
table780,column13988,TODELETE Type of Cement Used/OPC/PPC/PSC
table780,column13989,"TODELETE Correctness of Opening ,inserts,bolts,Pocket etc."
table780,column14004,TODELETE Quality of concrete poured
table781,column14609,TODELETE Against Hard Stand D
table742,column41336,Detail Description
table742,column13634,Service Cost
table735,column17433,Power & Fuel (17)
table735,column17435,Hiring Charges (19)
table735,column17436,Misc (20)
table781,column14611,TODELETE Gross Total in MT
table781,column14602,TODELETE Name of Company
table781,column17042,Deduct Previous Claimed Qtys	 8 mm
table781,column14020,Total Cutting Length in 10mm
table781,column14021,Total Cutting Length in 12mm
table781,column14022,Total Cutting Length in 16mm
table781,column14023,Total Cutting Length in 20mm
table781,column17057,Gross Total in Kgs 25mm
table781,column14024,Total Cutting Length in 25mm
table781,column14025,Total Cutting Length in 28mm
table781,column14606,TODELETE Unit Weight in Kgs/m 08mm
table781,column14608,TODELETE Against main Fractionator and LCO Stipper
table781,column17044,Deduct Previous Claimed Qtys	 12mm
table781,column17054,Gross Total in Kgs 12mm
table781,column17055,Gross Total in Kgs 16mm
table781,column17056,Gross Total in Kgs 20mm
table781,column17058,Gross Total in Kgs 28mm
table781,column17045,Deduct Previous Claimed Qtys	 16mm
table781,column17046,Deduct Previous Claimed Qtys	 20mm
table781,column17047,Deduct Previous Claimed Qtys	 25mm
table781,column17059,Gross Total in Kgs 32mm
table781,column17062,Gross Total in MT 8mm
table781,column17064,Gross Total in MT 12mm
table735,column69917,GSTIN No
table723,column13131,Agent Details
table742,column32788,Activity Code
table766,column15356,Sr
table742,column72983,Remarks
table781,column17070,Gross Total in MT
table742,column13627,Sr. No.
table725,column13146,Payment Entries
table740,column13592,Telephone Number
table740,column13594,Contract Person1
table740,column13608,Total Trips
table740,column13611,Net Amount
table740,column13612,Machine / Vehicle No
table740,column13613,Operators Name
table735,column17314,ORG Id
table721,column13120,Amt
table727,column13170,TODELETE Work Category
table739,column27417,Planned Other
table739,column27056,Planned Painter
table739,column30620,Actual Supervisor
table739,column27044,Budgeted Welder
table739,column30618,Budgeted Tile Man
table739,column22824,Item Group1
table739,column22825,Item Description1
table739,column19507,Daily Acheived Amt
table763,column14637,No of Lost Time Injuries
table725,column23981,Task ID
table735,column27438,Rebate Rate1
table727,column24191,Work Description
table782,column17024,16mm
table762,column30233,Remarks
table782,column14589,Diameter in (mm)
table782,column17019,Spacing in (mm)
table739,column27415,Budgeted Other
table782,column14035,S. No.
table728,column13186,Document Entries
table782,column14036,Bar Mark
table782,column14037,Shape of Bar
table723,column13129,Percentage
table782,column14594,TODELETE 10mm
table763,column14638,No of Days lost
table743,column13636,Sr. No
table764,column14642,What did lead hands do to correct the problem
table766,column13844,Details
table764,column14641,Problem / Concern Suggestion
table727,column24198,Terms and Condition
table739,column27046,Budgeted Unskilled
table739,column30617,Budgeted Plumber
table718,column13062,Remarks
table739,column27045,Budgeted Helper
table723,column13135,Description
table723,column13128,Payment Type
table739,column22755,Steel Closing Balance
table739,column22754,Steel Used
table739,column30624,Actual Mason Helper
table739,column27063,Actual Helper
table739,column27055,Planned Unskilled
table739,column27065,Actual Painter
table739,column27416,Actual Other
table739,column27059,Actual Mason
table739,column20629,Total Manpower
table739,column27054,Planned Helper
table739,column30625,Actual Plumber
table739,column27064,Actual Unskilled
table739,column30626,Actual Tile Man
table782,column17028,32mm
table721,column13119,Share
table757,column17997,Reference Requisition No.
